$Info: Start...
Info: get 10000 brown.words
Info: annotate pos_tag (10000 tokens)
Info: convert to pyrata format 
Info: control pyrata cpu time and memory usage
Info: end.
         5803160 function calls (5744724 primitive calls) in 11.093 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 nist_score.py:10(<module>)
        1    0.000    0.000    0.000    0.000 deutils.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 primetest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mapping.py:9(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:2861(evalf)
        1    0.000    0.000    0.000    0.000 conll.py:23(ConllCorpusReader)
        1    0.000    0.000    0.000    0.000 tempfile.py:622(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 mathematica.py:116(MCodePrinter)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.000    0.000 textplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 polygon.py:23(Polygon)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
       32    0.000    0.000    0.000    0.000 decorators.py:214(sympify_return)
        1    0.000    0.000    0.000    0.000 fancysets.py:67(Naturals)
        2    0.000    0.000    0.000    0.000 matexpr.py:81(__new__)
        1    0.000    0.000    0.000    0.000 experimental_lambdify.py:204(Lambdifier)
        1    0.000    0.000    0.000    0.000 containers.py:49(__new__)
       14    0.000    0.000    0.000    0.000 _regex_core.py:3552(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        3    0.000    0.000    0.000    0.000 libmpf.py:59(prec_to_dps)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2383(<genexpr>)
        1    0.000    0.000    0.000    0.000 polygon.py:2037(Triangle)
        1    0.000    0.000    0.000    0.000 line.py:44(LinearEntity)
        1    0.000    0.000    0.000    0.000 sysconfig.py:346(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 transforms.py:23(IntegralTransformError)
        1    0.000    0.000    0.000    0.000 qfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:835(_path_from)
        1    0.000    0.000    0.000    0.000 downloader.py:442(Downloader)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 digits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 factor_.py:2281(primeomega)
        3    0.000    0.000    0.000    0.000 inspect.py:510(_is_wrapper)
       77    0.000    0.000    0.000    0.000 _regex_core.py:1848(pack_characters)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       11    0.000    0.000    0.000    0.000 eigen.py:41(defun)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:167(<lambda>)
        1    0.000    0.000    0.000    0.000 pycode.py:84(<listcomp>)
        2    0.000    0.000    0.000    0.000 mpelements.py:94(_make_tol)
        1    0.000    0.000    0.000    0.000 hermite.py:1657(Hermite)
        1    0.000    0.000    0.000    0.000 ribes_score.py:9(<module>)
        1    0.000    0.000    0.000    0.000 logic.py:1752(AllExpression)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:228(HTTPResponse)
        1    0.000    0.000    0.000    0.000 mte.py:33(MTEFileReader)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 sdm.py:15(SDM)
        1    0.000    0.000    0.000    0.000 ordinals.py:54(Ordinal)
        1    0.000    0.000    0.000    0.000 numbers.py:2858(_eval_evalf)
        5    0.000    0.000    0.000    0.000 _regex_core.py:3960(__init__)
        1    0.000    0.000    0.000    0.000 numpy.py:348(SciPyPrinter)
        1    0.000    0.000    0.000    0.000 client.py:771(HTTPConnection)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1996(Chebyshev)
        1    0.000    0.000    0.000    0.000 matrices.py:97(MatrixDeterminant)
        6    0.000    0.000    0.000    0.000 ctx_mp_python.py:80(mpf_convert_arg)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:145(__neg__)
        1    0.000    0.000    0.000    0.000 numpy.py:345(<dictcomp>)
       61    0.000    0.000    0.000    0.000 _regex_core.py:1872(is_empty)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
       23    0.000    0.000    0.000    0.000 overrides.py:223(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 comparative_sents.py:96(ComparativeSentencesCorpusReader)
       40    0.000    0.000    0.000    0.000 _regex_core.py:1603(<genexpr>)
        1    0.000    0.000    0.000    0.000 fractionfield.py:9(FractionField)
        1    0.000    0.000    0.000    0.000 common.py:91(MatrixShaping)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:173(<lambda>)
        1    0.000    0.000    0.000    0.000 fourier.py:123(FourierSeries)
        1    0.000    0.000    0.000    0.000 graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1649(HermiteE)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 xmlreader.py:189(InputSource)
        1    0.000    0.000    0.000    0.000 pydoc.py:1068(TextDoc)
        1    0.000    0.000    0.000    0.000 matrices.py:368(MatrixEigen)
        3    0.000    0.000    0.000    0.000 data.py:120(split_resource_url)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       15    0.000    0.000    0.000    0.000 libelefun.py:106(def_mpf_constant)
        1    0.000    0.000    0.000    0.000 mathml.py:127(MathMLContentPrinter)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:74(NumExprPrinter)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        3    0.000    0.000    0.000    0.000 weakref.py:463(popitem)
        1    0.000    0.000    0.000    0.000 pathlib.py:398(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 wordlist.py:47(NonbreakingPrefixesCorpusReader)
        1    0.000    0.000    0.000    0.000 complexfield.py:12(ComplexField)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:23(BlockMatrix)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 compatibility.py:618(_getenv)
        3    0.000    0.000    0.000    0.000 request.py:1683(url2pathname)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3232(Range)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.000    0.000 sympify.py:58(_is_numpy_instance)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 function.py:1950(Lambda)
        1    0.000    0.000    0.000    0.000 probability.py:59(FreqDist)
        1    0.000    0.000    0.000    0.000 state.py:32(State)
       11    0.000    0.000    0.000    0.000 ctx_iv.py:293(__new__)
        1    0.000    0.000    0.000    0.000 special.py:69(__new__)
        3    0.000    0.000    0.000    0.000 yacc.py:2939(__init__)
        1    0.000    0.000    0.000    0.000 reviews.py:152(ReviewsCorpusReader)
        1    0.000    0.000    0.000    0.000 maple.py:72(MapleCodePrinter)
       15    0.000    0.000    0.000    0.000 math2.py:27(_mathfun_real)
       19    0.000    0.000    0.000    0.000 grammar.py:518(<genexpr>)
        1    0.000    0.000    0.000    0.000 modularinteger.py:14(ModularInteger)
        1    0.000    0.000    0.000    0.000 numpy.py:30(<dictcomp>)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 diophantine.py:774(HomogeneousTernaryQuadratic)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
        1    0.000    0.000    0.000    0.000 chrf_score.py:10(<module>)
        4    0.000    0.000    0.000    0.000 basic.py:1806(<genexpr>)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3017(__init__)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:38(ivmpf)
        1    0.000    0.000    0.000    0.000 match.py:40(Match)
        1    0.000    0.000    0.000    0.000 realfield.py:12(RealField)
        1    0.000    0.000    0.000    0.000 common.py:762(MatrixSpecial)
        7    0.000    0.000    0.000    0.000 decorator.py:127(doctest_depends_on)
        8    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:378(MinMaxBase)
        1    0.000    0.000    0.000    0.000 fancysets.py:494(Range)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:169(<lambda>)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:13(GaussianElement)
        1    0.000    0.000    0.000    0.000 dense.py:39(DenseMatrix)
       14    0.000    0.000    0.000    0.000 data.py:1176(closed)
        1    0.000    0.000    0.000    0.000 pycode.py:503(<listcomp>)
        1    0.000    0.000    0.000    0.000 indexed.py:123(Indexed)
        6    0.000    0.000    0.000    0.000 chart.py:1168(__init__)
        1    0.000    0.000    0.000    0.000 fancysets.py:131(Naturals0)
        3    0.000    0.000    0.000    0.000 lex.py:558(__init__)
        1    0.000    0.000    0.000    0.000 random.py:244(randint)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        1    0.000    0.000    0.000    0.000 ordinals.py:269(__new__)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:386(_set_prec)
        1    0.000    0.000    0.000    0.000 chunked.py:25(ChunkedCorpusReader)
        3    0.000    0.000    0.000    0.000 _regex_core.py:3862(__init__)
        1    0.000    0.000    0.000    0.000 matrices.py:153(MatrixReductions)
        1    0.000    0.000    0.000    0.000 fields.py:284(FracElement)
       40    0.000    0.000    0.000    0.000 grammar.py:301(rhs)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:202(ProbabilisticNonprojectiveParser)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
        1    0.000    0.000    0.000    0.000 ddm.py:81(DDM)
        1    0.000    0.000    0.000    0.000 glsl.py:29(GLSLPrinter)
        1    0.000    0.000    0.000    0.000 ideals.py:8(Ideal)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 request.py:1697(URLopener)
        1    0.000    0.000    0.000    0.000 dispatcher.py:261(dispatch)
        1    0.000    0.000    0.000    0.000 association.py:46(NgramAssocMeasures)
        1    0.000    0.000    0.000    0.000 continued_fraction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sequences.py:963(SeqExprOp)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
        1    0.000    0.000    0.000    0.000 hmm.py:104(HiddenMarkovModelTagger)
       12    0.000    0.000    0.000    0.000 inspect.py:702(<genexpr>)
        3    0.000    0.000    0.000    0.000 numbers.py:2873(__sub__)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        4    0.000    0.000    0.000    0.000 kind.py:75(__new__)
        2    0.000    0.000    0.000    0.000 numbers.py:254(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 gmpyintegerring.py:13(GMPYIntegerRing)
        1    0.000    0.000    0.000    0.000 chart.py:433(Chart)
        1    0.000    0.000    0.000    0.000 posixpath.py:100(split)
       11    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
        1    0.000    0.000    0.000    0.000 sets.py:1730(FiniteSet)
        1    0.000    0.000    0.000    0.000 expr.py:4016(ExprBuilder)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 grammar.py:451(CFG)
        4    0.000    0.000    0.000    0.000 numbers.py:2963(__eq__)
        1    0.000    0.000    0.000    0.000 gmpyrationalfield.py:12(GMPYRationalField)
        5    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        1    0.000    0.000    0.000    0.000 sets.py:1140(Union)
       10    0.000    0.000    0.000    0.000 case.py:1405(_deprecate)
        1    0.000    0.000    0.000    0.000 hyper.py:355(meijerg)
        1    0.000    0.000    0.000    0.000 session.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1039(UnShiftA)
        6    0.000    0.000    0.000    0.000 quadrature.py:21(__init__)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:229(<lambda>)
        1    0.000    0.000    0.000    0.000 special.py:169(__new__)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:357(_mpc)
        1    0.000    0.000    0.000    0.000 __init__.py:1737(__init__)
        1    0.000    0.000    0.000    0.000 dependencygraph.py:30(DependencyGraph)
        1    0.000    0.000    0.000    0.000 treetransforms.py:8(<module>)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:18(ModuleHomomorphism)
        4    0.000    0.000    0.000    0.000 libmpf.py:631(mpf_le)
        1    0.000    0.000    0.000    0.000 matexpr.py:830(_LeftRightArgs)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1659(RealInterval)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        9    0.000    0.000    0.000    0.000 inspect.py:699(<genexpr>)
        1    0.000    0.000    0.000    0.000 subspaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 evaluate.py:251(Assignment)
        1    0.000    0.000    0.000    0.000 dependency.py:19(DependencyCorpusReader)
        1    0.000    0.000    0.000    0.000 products.py:12(Product)
        1    0.000    0.000    0.000    0.000 numpy.py:464(<dictcomp>)
        1    0.000    0.000    0.000    0.000 boxer.py:338(BoxerOutputDrsParser)
        1    0.000    0.000    0.000    0.000 timit.py:129(TimitCorpusReader)
        2    0.000    0.000    0.000    0.000 _regex_core.py:3251(rebuild)
        1    0.000    0.000    0.000    0.000 argparse.py:1619(ArgumentParser)
        1    0.000    0.000    0.000    0.000 help.py:8(<module>)
        1    0.000    0.000    0.000    0.000 fglmtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:62(<listcomp>)
        2    0.000    0.000    0.000    0.000 reprlib.py:38(__init__)
       12    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 array_comprehension.py:10(ArrayComprehension)
        1    0.000    0.000    0.000    0.000 parabola.py:18(Parabola)
        1    0.000    0.000    0.000    0.000 polytools.py:6883(GroebnerBasis)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 probability.py:486(ProbDistI)
        1    0.000    0.000    0.000    0.000 random.py:200(randrange)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 gleu_score.py:10(<module>)
       51    0.000    0.000    0.000    0.000 iterables.py:1013(<lambda>)
      9/8    0.000    0.000    0.000    0.000 _regex_core.py:1878(__eq__)
        6    0.000    0.000    0.000    0.000 os.py:752(decode)
        2    0.000    0.000    0.000    0.000 lexicon.py:90(__init__)
        5    0.000    0.000    0.000    0.000 ctx_iv.py:244(_binary_op)
        1    0.000    0.000    0.000    0.000 twitter.py:22(TwitterCorpusReader)
        1    0.000    0.000    0.000    0.000 plane.py:25(Plane)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 zipfile.py:795(ZipExtFile)
        1    0.000    0.000    0.000    0.000 function.py:2108(Subs)
        1    0.000    0.000    0.000    0.000 integrals.py:34(Integral)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1033(EvaluateFalseTransformer)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:86(KroneckerDelta)
        3    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 _base.py:547(Executor)
        1    0.000    0.000    0.000    0.000 saxutils.py:227(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 __init__.py:849(Handler)
        1    0.000    0.000    0.000    0.000 matexpr.py:757(MatrixSymbol)
        1    0.000    0.000    0.000    0.000 stack_decoder.py:50(StackDecoder)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2446(Character)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3198(get_firstset)
        4    0.000    0.000    0.000    0.000 libmpf.py:1313(from_str)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 pros_cons.py:34(ProsConsCorpusReader)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 blockmatrix.py:554(BlockDiagMatrix)
        1    0.000    0.000    0.000    0.000 boolalg.py:438(BooleanFunction)
        1    0.000    0.000    0.000    0.000 stringpict.py:355(prettyForm)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 numbers.py:1031(__new__)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 discourse.py:171(DiscourseTester)
       10    0.000    0.000    0.000    0.000 _regex_core.py:3003(__del__)
        3    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:151(ivmpc)
        1    0.000    0.000    0.000    0.000 categorized_sents.py:42(CategorizedSentencesCorpusReader)
       28    0.000    0.000    0.000    0.000 symbol.py:700(<genexpr>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        3    0.000    0.000    0.000    0.000 inspect.py:654(getfile)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:478(Hyper_Function)
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 grammar.py:1021(FeatureValueType)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:161(ExprWithLimits)
        1    0.000    0.000    0.000    0.000 tadm.py:8(<module>)
        7    0.000    0.000    0.000    0.000 _regex_core.py:2046(_add_precheck)
        1    0.000    0.000    0.000    0.000 pkgdata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 re.py:331(filter)
        1    0.000    0.000    0.000    0.000 rational.py:24(mpq)
        2    0.000    0.000    0.000    0.000 kind.py:267(register)
        1    0.000    0.000    0.000    0.000 complexes.py:269(sign)
        1    0.000    0.000    0.000    0.000 runtests.py:1981(PyTestReporter)
        4    0.000    0.000    0.000    0.000 single.py:37(cached_property)
        1    0.000    0.000    0.000    0.000 indexed.py:356(IndexedBase)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
        4    0.000    0.000    0.000    0.000 getlimits.py:538(max)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:233(<lambda>)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:575(polygamma)
        1    0.000    0.000    0.000    0.000 extensions.py:11(ExtensionElement)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:304(MPIntervalContext)
        3    0.000    0.000    0.000    0.000 lex.py:583(get_tokens)
        6    0.000    0.000    0.000    0.000 libmpf.py:653(mpf_pos)
        1    0.000    0.000    0.000    0.000 sequences.py:727(RecursiveSeq)
        7    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 ibm_model.py:61(IBMModel)
        1    0.000    0.000    0.000    0.000 logic.py:1757(NegatedExpression)
        1    0.000    0.000    0.000    0.000 polyquinticconst.py:22(PolyQuintic)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:234(<lambda>)
        1    0.000    0.000    0.000    0.000 api.py:72(TheoremToolCommand)
        1    0.000    0.000    0.000    0.000 interval_arithmetic.py:41(interval)
        1    0.000    0.000    0.000    0.000 selector_events.py:749(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3362(Sequence)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:230(<lambda>)
        1    0.000    0.000    0.000    0.000 decisiontree.py:20(DecisionTreeClassifier)
        1    0.000    0.000    0.000    0.000 zipfile.py:2249(Path)
        1    0.000    0.000    0.000    0.000 common.py:3180(__new__)
        1    0.000    0.000    0.000    0.000 collections.py:119(AbstractLazySequence)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 relational.py:44(Relational)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(Logger)
        1    0.000    0.000    0.000    0.000 enumerative.py:370(MultisetPartitionTraverser)
        1    0.000    0.000    0.000    0.000 punkt.py:1233(PunktSentenceTokenizer)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:188(<listcomp>)
        1    0.000    0.000    0.000    0.000 modules.py:602(SubModule)
        1    0.000    0.000    0.000    0.000 drt.py:67(DrtParser)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 skolemize.py:9(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:426(__init__)
        1    0.000    0.000    0.000    0.000 assume.py:235(Predicate)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 _regex_core.py:367(make_ref_group)
        1    0.000    0.000    0.000    0.000 stringpict.py:18(stringPict)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1073(digamma)
        7    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
        1    0.000    0.000    0.000    0.000 point.py:1073(Point3D)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:90(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 sets.py:2030(DisjointUnion)
        6    0.000    0.000    0.000    0.000 lex.py:721(<lambda>)
        1    0.000    0.000    0.000    0.000 factorials.py:839(binomial)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        3    0.000    0.000    0.000    0.000 sets.py:924(<genexpr>)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 numbers.py:2430(AlgebraicNumber)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 util.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3082(LookAroundConditional)
        6    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 curve.py:19(Curve)
       20    0.000    0.000    0.000    0.000 mpelements.py:20(_set_mpf)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 api.py:14(ClusterI)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 enum.py:36(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 api.py:15(AlignedSent)
        1    0.000    0.000    0.000    0.000 error_functions.py:1890(Ci)
        1    0.000    0.000    0.000    0.000 request.py:2142(FancyURLopener)
        1    0.000    0.000    0.000    0.000 sslproto.py:404(SSLProtocol)
        1    0.000    0.000    0.000    0.000 logic.py:1208(ApplicationExpression)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:171(<lambda>)
        1    0.000    0.000    0.000    0.000 util.py:28(StreamBackedCorpusView)
        1    0.000    0.000    0.000    0.000 evaluate.py:380(Model)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 discourse.py:64(ReadingCommand)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:581(PythonMPContext)
        1    0.000    0.000    0.000    0.000 util.py:52(ChunkScore)
        1    0.000    0.000    0.000    0.000 exprtools.py:288(Factors)
        1    0.000    0.000    0.000    0.000 api.py:260(__init__)
        1    0.000    0.000    0.000    0.000 megam.py:8(<module>)
        1    0.000    0.000    0.000    0.000 evaluate.py:115(Valuation)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3174(Property)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 sets.py:1305(Intersection)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 tree.py:1260(ParentedTree)
        5    0.000    0.000    0.000    0.000 libmpf.py:454(to_float)
        1    0.000    0.000    0.000    0.000 containers.py:17(Tuple)
        1    0.000    0.000    0.000    0.000 numbers.py:3014(__new__)
        1    0.000    0.000    0.000    0.000 chart.py:363(LeafEdge)
        1    0.000    0.000    0.000    0.000 chomsky.py:4(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 punkt.py:629(PunktTrainer)
        3    0.000    0.000    0.000    0.000 _regex_core.py:3890(_compile)
        1    0.000    0.000    0.000    0.000 perceptron.py:40(__init__)
        1    0.000    0.000    0.000    0.000 propbank.py:182(PropbankInstance)
        1    0.000    0.000    0.000    0.000 text.py:130(ConcordanceIndex)
        1    0.000    0.000    0.000    0.000 core.py:6231(mvoid)
        1    0.000    0.000    0.000    0.000 indexed.py:574(Idx)
        1    0.000    0.000    0.000    0.000 wordnet.py:124(_WordNetObject)
        1    0.000    0.000    0.000    0.000 distance.py:12(<module>)
       15    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 complexes.py:144(im)
        1    0.000    0.000    0.000    0.000 finitefield.py:12(FiniteField)
        1    0.000    0.000    0.000    0.000 yacc.py:2101(LRGeneratedTable)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 summations.py:31(Sum)
        1    0.000    0.000    0.000    0.000 lfg.py:14(FStructure)
        3    0.000    0.000    0.000    0.000 ctx_mp_python.py:600(make_mpc)
       27    0.000    0.000    0.000    0.000 singleton.py:131(__repr__)
        1    0.000    0.000    0.000    0.000 functions.py:3(SpecialFunctions)
        1    0.000    0.000    0.000    0.000 line.py:1548(Segment)
        1    0.000    0.000    0.000    0.000 error_functions.py:1765(Si)
        1    0.000    0.000    0.000    0.000 vocabulary.py:39(Vocabulary)
        1    0.000    0.000    0.000    0.000 dispatcher.py:89(Dispatcher)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1942(Atomic)
